Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Suburb_12,2,h,S,Agent_5,Western Metro,2621,7.2,Council_16,2,1,3,562.9,,1916,
Suburb_7,5,h,SA,Agent_21,Northern Victoria,5469,11.7,Council_3,,3,2,521.8,,1993,965605
Suburb_29,5,h,S,Agent_21,Northern Metro,3839,18.4,Council_6,6,3,1,333.7,,,
Suburb_22,2,h,PI,Agent_14,Eastern Metro,11235,21.8,Council_11,2,2,2,359.8,161.2,1919,326998
Suburb_26,2,h,PI,Agent_1,Southern Metro,11388,9.2,Council_8,1,1,2,616.5,,,547556
Suburb_29,2,h,VB,Agent_24,Northern Victoria,12366,9.6,Council_1,3,3,2,917.2,28.5,,
Suburb_40,1,u,SA,Agent_10,South-Eastern Metro,3405,9.1,Council_18,1,2,1,266,181.6,,485295
Suburb_33,3,u,PI,Agent_24,Western Victoria,695,10.5,Council_16,,2,1,526.7,127.6,,642516
Suburb_25,2,h,VB,Agent_22,Western Metro,1012,13.5,Council_11,3,3,2,787.5,196.7,,481057
Suburb_36,5,h,PI,Agent_22,Eastern Victoria,12730,9,Council_7,4,2,0,,178.9,,887934
Suburb_20,1,u,PI,Agent_18,Southern Metro,13635,21.1,Council_18,1,2,3,495.3,,1960,
Suburb_40,4,u,S,Agent_17,Eastern Victoria,3570,19.4,Council_1,4,3,0,488.6,211.4,1993,788517
Suburb_31,3,u,SP,Agent_14,Northern Victoria,13206,8,Council_10,3,2,3,106.6,,,723862
Suburb_27,4,h,PI,Agent_1,Eastern Victoria,8181,8,Council_17,3,3,0,550.5,159.8,1967,943673
Suburb_37,1,u,S,Agent_10,Eastern Victoria,3179,5.7,Council_21,1,,2,509.5,141.7,1994,520499
Suburb_21,3,h,SP,Agent_19,Northern Victoria,5037,10.9,Council_6,3,3,1,,251,1951,669368
Suburb_29,4,h,PI,Agent_21,Eastern Metro,4347,6.4,Council_14,3,1,2,,,,496922
Suburb_12,2,u,PI,Agent_14,Northern Victoria,11572,5.6,Council_4,1,1,1,503,130.6,,529945
Suburb_39,5,h,SA,Agent_18,Eastern Victoria,3234,10.7,Council_3,4,2,3,914.5,,,
Suburb_25,3,h,SA,Agent_1,Western Victoria,3154,3.6,Council_8,4,2,0,,193.6,,562009
Suburb_32,2,h,VB,Agent_12,Western Victoria,10933,13.6,Council_19,3,3,3,884,115.1,1992,448835
Suburb_19,1,h,S,Agent_13,Southern Metro,4881,11,Council_15,1,1,2,146.9,121.8,1936,473769
Suburb_35,1,h,PI,Agent_23,Northern Victoria,4125,18.8,Council_11,1,3,3,635.3,119,1965,364312
Suburb_3,3,u,VB,Agent_8,Northern Metro,12213,9.3,Council_6,2,3,0,,,,750270
Suburb_5,3,h,PI,Agent_6,South-Eastern Metro,14006,12,Council_3,2,3,0,,,2012,458440
Suburb_21,5,h,PI,Agent_9,Western Victoria,8552,1.1,Council_6,6,3,1,268.3,,1999,766492
Suburb_30,4,u,PI,Agent_5,Northern Metro,12500,12.9,Council_4,3,3,1,0,177.5,1998,891498
Suburb_33,1,h,PI,Agent_14,South-Eastern Metro,12698,15.7,Council_4,0,2,3,396.6,23.2,1990,209204
Suburb_18,3,t,PI,Agent_17,Western Victoria,9031,8.7,Council_15,,2,3,,201.2,,655640
Suburb_26,3,h,S,Agent_21,Eastern Victoria,12530,5.7,Council_3,3,2,1,,243.5,1945,838165
Suburb_23,1,h,PI,Agent_25,Western Metro,629,9.4,Council_1,0,3,3,,,,480769
Suburb_39,4,h,SP,Agent_2,Northern Metro,1012,13.6,Council_12,4,1,0,,228,,639076
Suburb_27,3,u,VB,Agent_7,Western Victoria,13313,14.7,Council_7,4,2,2,621.4,148.5,2014,551670
Suburb_17,1,h,SA,Agent_8,Western Victoria,2536,2.2,Council_10,1,2,0,658.9,,2005,537014
Suburb_39,3,t,PI,Agent_7,Northern Victoria,11052,32.3,Council_3,3,2,2,417.6,122.6,2007,316210
Suburb_5,4,h,SP,Agent_21,Western Victoria,6591,5.6,Council_5,4,2,1,524.9,,,
Suburb_40,2,h,SA,Agent_4,Northern Metro,11924,12.1,Council_10,2,3,1,,145.2,,557971
Suburb_7,2,h,VB,Agent_1,Northern Victoria,10145,16.8,Council_15,3,1,1,542.6,252.5,1917,562110
Suburb_12,1,h,PI,Agent_22,Northern Metro,1541,7.6,Council_9,0,3,1,512.8,182.1,,539442
Suburb_33,2,h,S,Agent_25,Western Victoria,5384,15,Council_12,1,3,3,,119.1,,629151
Suburb_30,5,h,S,Agent_6,South-Eastern Metro,10774,2.2,Council_11,4,3,3,,169.7,1943,849781
Suburb_39,4,h,SP,Agent_9,Western Victoria,13862,1.6,Council_6,4,3,1,369.4,,,786371
Suburb_30,1,h,SP,Agent_13,Northern Victoria,12166,15.3,Council_6,1,2,1,,,,
Suburb_26,3,h,VB,Agent_14,Northern Metro,13432,14.3,Council_9,3,1,2,348.3,307.6,,590922
Suburb_14,1,h,PI,Agent_25,Northern Metro,14371,10.1,Council_1,2,2,2,456.3,119,,622128
Suburb_1,3,h,SA,Agent_11,Eastern Metro,13466,13.7,Council_15,3,1,0,262.8,210.2,,551090
Suburb_5,1,h,PI,Agent_1,South-Eastern Metro,8916,19.7,Council_13,0,1,2,,,,208126
Suburb_12,4,h,SA,Agent_11,Southern Metro,5374,17.1,Council_7,4,3,3,675.3,108,1907,571974
Suburb_2,3,h,PI,Agent_14,Eastern Victoria,7866,7.8,Council_8,3,2,3,436.4,124.5,,589252
Suburb_21,4,h,SP,Agent_13,Southern Metro,12037,9.3,Council_7,,2,2,0,211.1,2011,676896
Suburb_32,3,u,VB,Agent_13,Western Metro,6668,7,Council_14,3,3,1,,158.7,,540811
Suburb_39,2,h,PI,Agent_24,Southern Metro,12546,6.5,Council_16,3,1,1,536.1,,1968,518737
Suburb_20,2,h,SP,Agent_21,Western Metro,10668,12.9,Council_3,,3,2,202,51.8,1903,448878
Suburb_36,2,u,PI,Agent_7,Western Metro,3535,7,Council_9,1,2,1,732,,1907,612817
Suburb_40,3,h,VB,Agent_9,Northern Metro,13851,12.9,Council_1,3,2,0,80.5,,1950,738720
Suburb_35,3,h,SP,Agent_17,Northern Victoria,12770,7.6,Council_10,2,2,2,,146.2,2007,783006
Suburb_19,4,t,VB,Agent_11,Eastern Victoria,9196,8.3,Council_6,3,2,0,482.8,,1945,906835
Suburb_14,1,t,SA,Agent_11,Western Victoria,3314,4.6,Council_8,1,,3,0,,2006,400523
Suburb_40,2,u,PI,Agent_5,Eastern Metro,3795,12.7,Council_10,,2,1,,,1964,587491
Suburb_10,5,h,SP,Agent_7,Western Victoria,12671,2.1,Council_7,5,1,1,,,1916,
Suburb_17,5,h,PI,Agent_19,Western Victoria,754,15.7,Council_9,4,1,0,332.9,122.1,,657838
Suburb_3,5,t,SA,Agent_22,Western Victoria,7512,25.8,Council_17,6,,0,278.7,280.8,1943,707690
Suburb_32,2,t,S,Agent_20,Eastern Metro,9477,8.4,Council_18,2,1,3,461.8,204.7,,353534
Suburb_26,1,h,SA,Agent_8,Eastern Victoria,3871,8.2,Council_1,0,2,2,354.4,,,398824
Suburb_4,1,h,PI,Agent_4,Northern Victoria,13036,2.7,Council_8,0,3,3,0,272.2,1924,745872
Suburb_9,1,h,SA,Agent_4,Northern Metro,8073,5.8,Council_18,0,1,3,881.6,,,454790
Suburb_23,5,h,VB,Agent_10,Eastern Metro,1456,13.7,Council_12,,1,0,426.7,151.8,,729764
Suburb_22,5,u,VB,Agent_13,South-Eastern Metro,5142,14.9,Council_5,5,1,1,280.4,203.8,1993,595086
Suburb_33,5,h,SA,Agent_23,Southern Metro,6264,9.1,Council_13,5,3,3,,,1909,555375
Suburb_11,4,h,S,Agent_23,Western Metro,3730,13.3,Council_4,4,3,1,731.2,,2015,842571
Suburb_37,2,h,PI,Agent_1,Eastern Victoria,14130,4.7,Council_1,3,1,2,110.5,115.6,,541400
Suburb_18,3,h,S,Agent_18,Southern Metro,5727,10.4,Council_14,4,2,2,540.2,162.3,,702611
Suburb_33,5,h,SP,Agent_8,Western Metro,7774,18,Council_11,5,3,2,324.9,,1922,730931
Suburb_10,5,h,S,Agent_5,Southern Metro,8261,11.6,Council_16,6,3,3,,145.4,,878592
Suburb_2,3,h,VB,Agent_14,Northern Victoria,3699,19.5,Council_8,4,2,3,168.9,,1938,376768
Suburb_3,5,t,VB,Agent_1,Southern Metro,8734,19.9,Council_18,6,,2,,,1984,735992
Suburb_15,2,h,VB,Agent_9,Western Victoria,5628,10.8,Council_9,1,3,2,502.6,,1933,496140
Suburb_39,3,h,S,Agent_14,Northern Metro,649,0.4,Council_16,3,3,1,570.6,152.5,,651647
Suburb_2,5,h,SP,Agent_7,Western Victoria,6418,14.7,Council_3,5,2,0,264.3,158.9,,779258
Suburb_15,2,h,VB,Agent_15,Eastern Victoria,8965,3.4,Council_3,1,1,2,472.7,,1954,
Suburb_5,4,h,SA,Agent_12,Eastern Victoria,2200,0.9,Council_17,3,3,0,766.5,160.4,1954,853848
Suburb_38,3,h,SA,Agent_20,Eastern Victoria,11801,1.9,Council_18,3,1,2,1.2,119.1,,633744
Suburb_28,2,h,S,Agent_5,Southern Metro,10081,15.3,Council_20,2,3,1,498.1,35.5,1935,407845
Suburb_31,2,h,PI,Agent_2,Western Victoria,4994,10.8,Council_7,3,3,3,,64,,481564
Suburb_29,4,u,S,Agent_14,Northern Victoria,9086,9.2,Council_1,5,2,3,,122,,744224
Suburb_27,3,h,SA,Agent_7,Western Victoria,4903,11.5,Council_21,2,2,2,578.3,143.5,2019,653998
Suburb_31,2,h,S,Agent_18,Western Victoria,9891,2,Council_13,3,1,2,336.4,,1910,606344
Suburb_1,4,h,SA,Agent_3,Northern Victoria,2732,7,Council_6,4,3,1,135,171.1,1930,693433
Suburb_35,1,h,S,Agent_15,Eastern Metro,9356,5.2,Council_17,1,,1,897.3,,1991,420589
Suburb_30,1,h,S,Agent_25,Northern Metro,1298,8.8,Council_19,2,1,0,776,95.1,1943,492604
Suburb_30,5,h,SA,Agent_3,Northern Metro,741,9,Council_6,5,3,0,,,1929,909542
Suburb_16,4,h,PI,Agent_8,Western Metro,4187,11.2,Council_17,3,3,2,57.7,232.2,,801686
Suburb_33,3,h,PI,Agent_22,Eastern Victoria,3029,12.2,Council_17,2,2,3,678,83.6,,635322
Suburb_16,1,t,VB,Agent_14,Northern Victoria,7615,2.1,Council_11,1,2,0,414.5,164.6,2002,531745
Suburb_2,3,t,SP,Agent_5,Western Metro,2900,7.1,Council_14,2,2,1,,35.7,1900,468705
Suburb_37,3,t,VB,Agent_6,Southern Metro,4044,8.1,Council_6,2,1,2,684.9,61.5,,569062
Suburb_10,3,h,PI,Agent_20,Northern Victoria,1920,3.3,Council_20,4,2,2,589.8,,1966,553990
Suburb_5,1,h,SP,Agent_22,South-Eastern Metro,13360,3.1,Council_21,0,3,2,193.4,,2001,445206
Suburb_25,3,h,SP,Agent_10,Western Victoria,11164,1.9,Council_21,,2,2,,,1974,566859
Suburb_10,3,h,S,Agent_12,South-Eastern Metro,3656,2.7,Council_16,3,3,0,,101,1982,734198
Suburb_35,2,h,SP,Agent_20,Northern Victoria,2241,13.2,Council_1,1,3,,891.6,,,506536
Suburb_18,1,h,PI,Agent_5,Western Victoria,12828,2.3,Council_8,0,3,1,626.6,,,
Suburb_1,5,h,S,Agent_6,Western Metro,10188,2.7,Council_10,6,3,0,252.6,102.9,1997,972831
Suburb_39,4,h,S,Agent_20,Western Victoria,13344,8.6,Council_21,4,3,1,,,1960,892954
Suburb_21,4,h,VB,Agent_5,Eastern Metro,3086,10.4,Council_12,5,3,1,,134.1,,626206
Suburb_11,4,u,PI,Agent_20,Southern Metro,5702,7.9,Council_12,4,3,3,434.7,156.8,,807247
Suburb_28,4,h,S,Agent_13,Western Metro,2215,3.8,Council_4,4,3,1,665.1,,,826328
Suburb_22,1,u,VB,Agent_25,Southern Metro,6638,3.1,Council_17,0,3,3,370.5,176.4,1956,517206
Suburb_2,3,h,VB,Agent_1,Northern Metro,2856,8.4,Council_8,3,3,2,525.6,,2003,584845
Suburb_31,5,h,S,Agent_24,Western Victoria,560,7.4,Council_2,4,,2,,249.8,,1170377
Suburb_17,2,h,SP,Agent_6,Eastern Victoria,7871,6.2,Council_21,3,2,3,499.8,,2006,565136
Suburb_28,5,h,SP,Agent_1,Southern Metro,14696,12.9,Council_4,4,3,,513.1,,1906,834507
Suburb_36,1,h,VB,Agent_19,Eastern Victoria,9859,7.1,Council_1,0,3,0,1039.7,183,,625847
Suburb_25,2,h,S,Agent_14,Northern Metro,11475,2.9,Council_2,2,2,1,0,208.5,1950,707218
Suburb_27,2,h,SA,Agent_21,Eastern Metro,12272,6.3,Council_10,2,1,2,,,1966,365022
Suburb_11,4,h,SP,Agent_3,South-Eastern Metro,14597,11.1,Council_3,3,3,3,,138.8,,822156
Suburb_10,1,h,S,Agent_3,Eastern Metro,2364,6.8,Council_18,1,2,0,427.5,206.1,,315288
Suburb_17,2,t,SA,Agent_15,South-Eastern Metro,4135,10.9,Council_11,1,2,1,448.6,207.3,,523118
Suburb_35,4,h,S,Agent_23,Eastern Victoria,9434,12.2,Council_7,5,3,0,250,,,815080
Suburb_21,2,h,S,Agent_11,Northern Metro,12405,7.1,Council_1,2,1,0,220.2,161.9,,689139
Suburb_14,5,h,SA,Agent_20,Northern Metro,11720,7.9,Council_11,6,2,3,,143.6,2006,901776
Suburb_32,5,h,PI,Agent_23,Western Victoria,11050,6.6,Council_4,6,1,0,311.2,20,2017,637211
Suburb_35,2,h,PI,Agent_22,Northern Victoria,5029,11.1,Council_21,2,1,3,203.2,,2001,435357
Suburb_37,3,h,VB,Agent_13,Northern Victoria,5790,6.4,Council_7,4,3,3,535.4,,1954,607469
Suburb_12,2,u,VB,Agent_18,Western Metro,1655,10.5,Council_10,,2,3,,,1949,550554
Suburb_29,2,h,VB,Agent_14,Western Metro,5051,9.1,Council_1,3,1,0,,198.8,,589401
Suburb_24,4,h,S,Agent_17,South-Eastern Metro,2761,1.9,Council_3,4,2,0,364.3,71.4,1977,712914
Suburb_18,2,h,PI,Agent_15,Northern Victoria,14103,10.8,Council_5,3,1,1,,119.9,1994,211108
Suburb_16,1,t,SP,Agent_14,Southern Metro,1827,8.6,Council_2,0,3,2,341.4,,1957,380673
Suburb_5,2,u,SA,Agent_11,South-Eastern Metro,5769,16,Council_16,1,1,3,,,1955,404848
Suburb_11,5,t,PI,Agent_17,South-Eastern Metro,13364,3.4,Council_20,6,2,1,525.7,113.5,,794378
Suburb_22,2,u,S,Agent_19,Northern Metro,14359,9.2,Council_21,2,2,0,820.2,,1920,597886
Suburb_36,2,u,SA,Agent_23,Western Metro,5962,5.8,Council_6,1,1,3,,161.7,1998,573627
Suburb_35,4,h,SP,Agent_16,Eastern Victoria,7248,2,Council_17,4,3,3,,204.2,,945503
Suburb_8,1,t,SP,Agent_3,Northern Victoria,8088,1.5,Council_11,0,2,2,,201,,529018
Suburb_28,2,h,SA,Agent_15,Southern Metro,12422,17.9,Council_1,2,2,2,,,1941,367540
Suburb_4,1,h,VB,Agent_8,Northern Metro,11645,9.2,Council_2,2,2,3,,48.2,1906,360276
Suburb_28,5,h,SA,Agent_1,Northern Victoria,8099,7,Council_12,6,3,1,379.9,,1905,958573
Suburb_14,5,h,VB,Agent_2,Western Metro,5886,2.5,Council_9,5,1,0,220,,1981,982810
Suburb_18,4,h,SA,Agent_15,Western Victoria,5899,17.3,Council_1,4,3,2,274.4,167.2,,805765
Suburb_29,2,h,S,Agent_24,Northern Victoria,9911,4.9,Council_20,3,2,1,376.9,,,495940
Suburb_17,4,h,PI,Agent_13,Western Victoria,12611,9.5,Council_16,3,1,3,797.7,,,764286
Suburb_33,4,u,SP,Agent_12,Southern Metro,1611,8.4,Council_11,3,2,3,,,1908,712396
Suburb_22,5,h,SP,Agent_3,Western Metro,11648,22,Council_21,4,3,1,221.6,94.8,1981,744232
Suburb_40,1,u,SP,Agent_17,Southern Metro,7473,7.8,Council_21,2,1,,344.6,122.5,1972,493228
Suburb_26,4,h,SP,Agent_2,Northern Victoria,2605,5.6,Council_21,4,,1,,265.7,1939,864881
Suburb_12,1,u,PI,Agent_22,Southern Metro,1899,9.3,Council_6,0,2,2,742.9,,1987,
Suburb_32,3,h,SA,Agent_21,Western Metro,5387,9.9,Council_19,2,3,2,543.7,212.9,,702813
Suburb_17,5,t,VB,Agent_25,Eastern Metro,4100,30.7,Council_11,4,2,2,,,1962,398869
Suburb_22,1,h,SP,Agent_8,Southern Metro,2009,7.7,Council_16,2,3,2,660.9,,,401352
Suburb_6,1,h,PI,Agent_5,Northern Metro,4753,3.3,Council_19,1,3,3,321.1,109.1,,373624
Suburb_5,5,h,PI,Agent_8,Northern Victoria,12588,6.2,Council_4,4,3,1,909.2,161.1,,687273
Suburb_23,1,h,SP,Agent_20,Western Victoria,10904,9.3,Council_10,0,2,0,499.5,139.6,,429117
Suburb_8,4,h,PI,Agent_6,Southern Metro,3531,10.3,Council_3,,3,3,,120.6,,687405
Suburb_40,3,u,VB,Agent_23,Western Metro,10274,2.3,Council_6,3,1,3,,,,594533
Suburb_35,2,t,SP,Agent_4,Southern Metro,7049,5.8,Council_9,3,3,2,869.6,102.4,1997,594586
Suburb_29,5,u,PI,Agent_2,Eastern Victoria,11332,21.2,Council_18,4,3,1,372.5,139.2,2011,
Suburb_30,5,h,VB,Agent_6,Western Metro,4085,4.2,Council_19,4,1,1,784.9,216.8,1957,876318
Suburb_24,2,h,PI,Agent_19,Western Victoria,1395,13.1,Council_9,1,2,1,312.4,59.2,1932,351674
Suburb_3,1,u,SP,Agent_16,Southern Metro,5036,6.4,Council_7,1,3,0,270.3,170.8,1974,466708
Suburb_16,1,u,PI,Agent_9,Northern Metro,14911,8,Council_12,2,1,2,697.9,232.8,,553647
Suburb_20,1,h,VB,Agent_17,Northern Victoria,8559,2.6,Council_20,1,3,1,,139,,474622
Suburb_37,5,t,SP,Agent_17,South-Eastern Metro,1289,6.8,Council_21,4,3,,746.8,118.3,1901,813457
Suburb_9,3,h,PI,Agent_14,Western Victoria,14643,9.2,Council_5,3,3,2,605.5,205.5,1923,596396
Suburb_20,4,u,VB,Agent_13,Eastern Victoria,12473,7.8,Council_4,4,1,3,237.9,,1911,619369
Suburb_14,2,t,SP,Agent_3,Western Victoria,8383,7.1,Council_15,1,3,0,478.6,148.6,,580366
Suburb_6,5,u,SP,Agent_7,South-Eastern Metro,11233,11.1,Council_7,6,3,3,335.4,,,635715
Suburb_5,4,h,SA,Agent_14,Eastern Metro,3179,3.1,Council_5,4,1,2,604.7,37.8,,350191
Suburb_15,4,h,SP,Agent_4,Western Metro,9080,9.5,Council_1,,,3,1066.3,,1991,823211
Suburb_4,3,h,PI,Agent_12,Southern Metro,13738,1.4,Council_9,3,2,1,388.8,,,702690
Suburb_3,4,u,S,Agent_3,Western Metro,6863,15.2,Council_9,5,3,,,149.3,,
Suburb_15,3,h,SA,Agent_20,Eastern Metro,1064,7.2,Council_12,4,1,2,,216.9,,711393
Suburb_9,2,u,PI,Agent_3,Northern Metro,11478,12.6,Council_5,1,3,2,507.2,261.3,,707156
Suburb_23,3,t,VB,Agent_3,Southern Metro,11086,0.7,Council_16,,2,2,450.4,155.6,1925,815876
Suburb_1,2,h,VB,Agent_16,Northern Victoria,11227,11.5,Council_15,2,1,1,242.8,,1942,525068
Suburb_13,5,h,SP,Agent_6,Eastern Metro,9902,4.7,Council_10,5,2,2,600.5,173.9,1999,822856
Suburb_19,4,h,SP,Agent_9,Western Victoria,2489,8,Council_4,3,3,3,,127,1905,
Suburb_39,4,h,VB,Agent_8,Western Metro,2160,11.6,Council_11,5,3,3,,,,485234
Suburb_26,4,h,SA,Agent_6,Western Victoria,11993,7.6,Council_15,5,1,0,804.3,247.6,1970,635954
Suburb_36,3,h,S,Agent_20,South-Eastern Metro,12899,10.8,Council_8,2,3,2,529.7,,1968,734412
Suburb_14,5,h,SA,Agent_18,Northern Metro,1639,6.4,Council_6,5,2,3,431.6,,,879924
Suburb_18,2,h,SA,Agent_6,Southern Metro,8924,15.9,Council_11,3,1,2,902,182.2,1945,393102
Suburb_17,3,h,S,Agent_18,South-Eastern Metro,7757,7.2,Council_8,3,2,1,,91.4,2009,514221
Suburb_36,1,h,S,Agent_18,Northern Victoria,5575,7.3,Council_9,0,3,1,,,1928,593353
Suburb_39,2,h,VB,Agent_14,Eastern Metro,9853,7.4,Council_8,3,1,2,235.9,,,520396
Suburb_39,3,h,SA,Agent_15,Northern Victoria,13756,7.9,Council_7,2,1,2,,242.1,1943,595647
Suburb_31,3,h,SP,Agent_24,Western Victoria,12414,3.2,Council_16,3,1,1,323.6,,,832391
Suburb_21,5,u,VB,Agent_12,Western Metro,2719,4.1,Council_10,5,2,1,223.1,107.3,1996,870184
Suburb_22,4,h,SA,Agent_10,Northern Metro,7215,13.6,Council_10,5,1,,894.2,156,2001,859678
Suburb_40,3,h,SP,Agent_14,Eastern Metro,14068,12.6,Council_14,3,3,0,1056.9,,1910,588665
Suburb_12,3,t,SP,Agent_21,Western Victoria,3934,12.1,Council_8,4,1,0,,222,,542459
Suburb_14,4,h,SA,Agent_18,Eastern Victoria,12883,10.3,Council_3,5,1,0,,194.4,1945,805865
Suburb_36,4,h,SP,Agent_2,Eastern Victoria,7614,5.7,Council_18,5,1,1,517.1,48.5,1952,725276
Suburb_16,2,h,PI,Agent_12,Western Victoria,8060,5.3,Council_2,3,,2,1019.2,,1907,527555
Suburb_10,3,h,PI,Agent_19,Northern Metro,4128,7.7,Council_13,4,3,1,0,139.3,2007,467191
Suburb_23,3,h,PI,Agent_6,Eastern Metro,13829,14.9,Council_6,4,1,,,152.2,2007,544102
Suburb_14,1,u,SP,Agent_25,Northern Metro,8166,8.9,Council_5,2,2,0,281.9,,1950,375230
Suburb_36,5,u,VB,Agent_21,Northern Metro,8835,4,Council_1,5,3,1,0,,1992,911195
Suburb_37,3,h,VB,Agent_22,Eastern Victoria,7206,2.7,Council_19,2,3,0,,,,765388
Suburb_13,2,h,SP,Agent_3,Western Victoria,1794,12.8,Council_10,1,1,1,1054.4,,1978,396735
Suburb_22,4,h,PI,Agent_15,Southern Metro,11817,17.6,Council_8,5,3,2,,,2004,563808
Suburb_40,4,h,S,Agent_14,South-Eastern Metro,5264,2.2,Council_16,3,3,1,,123.1,1911,
Suburb_30,5,h,SP,Agent_16,Northern Victoria,3981,13,Council_1,6,3,1,,,,673024
Suburb_9,1,u,SA,Agent_22,Northern Metro,11839,10.1,Council_12,2,2,2,496.2,143.4,,471929
Suburb_24,3,t,PI,Agent_9,Western Victoria,3399,4.6,Council_11,3,2,3,536.1,,2007,659030
Suburb_25,1,h,VB,Agent_14,Eastern Victoria,10399,9,Council_12,2,3,0,,,1971,460354
Suburb_27,3,u,SA,Agent_17,Northern Victoria,7375,3.5,Council_3,2,3,0,,,1947,826909
Suburb_2,3,h,VB,Agent_19,South-Eastern Metro,12099,6.9,Council_21,3,2,0,,,,609628
Suburb_12,3,h,VB,Agent_20,Western Metro,1232,8,Council_6,4,3,2,518.2,167.3,,782452
Suburb_35,5,t,VB,Agent_9,Eastern Victoria,11731,15.8,Council_15,6,2,3,610.2,92.2,1932,852160
Suburb_10,3,h,PI,Agent_25,Western Metro,3825,6.7,Council_16,2,3,0,539.9,,,489123
Suburb_12,3,u,VB,Agent_1,Western Victoria,13124,5,Council_8,4,1,0,1157.6,,2019,599209
Suburb_13,1,u,SP,Agent_13,Northern Metro,5628,9.7,Council_3,1,3,2,370.8,229.9,1963,628039
Suburb_8,2,t,SA,Agent_16,Southern Metro,601,11,Council_7,3,,3,,,1916,
Suburb_7,5,h,S,Agent_2,Western Victoria,7570,4.9,Council_17,5,2,2,,120,1905,750728
Suburb_14,3,h,SA,Agent_12,Eastern Metro,1293,3.9,Council_20,3,1,3,,,1946,727420
Suburb_35,5,u,SA,Agent_15,Eastern Metro,4406,4.1,Council_20,4,2,2,,,1907,623504
Suburb_1,3,u,S,Agent_16,Eastern Victoria,10891,15.8,Council_5,3,1,0,555.4,,,432913
Suburb_12,3,h,VB,Agent_3,Southern Metro,8629,10.7,Council_13,4,3,1,381.9,213.8,1949,616373
Suburb_3,3,u,SA,Agent_7,Northern Victoria,10777,6.4,Council_4,4,3,3,,210.9,2005,831927
Suburb_23,3,h,PI,Agent_7,Eastern Metro,13237,14.3,Council_15,2,2,2,,,1940,519483
Suburb_11,1,h,SP,Agent_16,Southern Metro,7286,4.8,Council_9,0,3,0,613.6,,1933,569799
Suburb_32,1,u,SA,Agent_9,Western Victoria,8384,7.5,Council_15,2,3,0,,168.1,,404540
Suburb_24,3,h,PI,Agent_15,Southern Metro,1344,3.5,Council_15,,1,2,298.9,265.7,1976,658342
Suburb_32,3,h,S,Agent_19,Northern Metro,4659,14,Council_21,4,1,1,,,,552696
Suburb_26,3,t,SP,Agent_20,South-Eastern Metro,11001,4.6,Council_11,2,1,2,,,1910,458758
Suburb_18,3,u,VB,Agent_5,Eastern Victoria,1398,4.7,Council_8,3,1,1,488.4,175.2,1920,543498
Suburb_35,2,u,PI,Agent_23,Southern Metro,5708,9.8,Council_12,1,2,1,444.2,,,509951
Suburb_20,4,h,SP,Agent_5,South-Eastern Metro,2481,1.3,Council_4,5,2,2,212.4,,1925,838808
Suburb_38,4,t,VB,Agent_1,Northern Victoria,12931,3,Council_3,,2,0,859.6,99.2,,786371
Suburb_40,1,h,S,Agent_2,Eastern Victoria,8637,11.9,Council_11,0,1,1,391.1,,1952,283711
Suburb_24,3,h,SP,Agent_6,Southern Metro,9844,4.1,Council_18,2,3,1,,162.9,2012,834390
Suburb_27,4,h,PI,Agent_22,Western Victoria,10413,26,Council_12,5,3,3,503.8,,1929,712440
Suburb_11,4,u,S,Agent_6,Northern Victoria,3752,8.7,Council_17,3,2,2,694.5,135.7,,637165
Suburb_33,2,t,SP,Agent_18,Eastern Victoria,1220,2.1,Council_4,3,1,1,667.3,148.7,,492219
Suburb_27,5,u,SA,Agent_11,Eastern Metro,6267,0.9,Council_10,6,2,1,,,,777623
Suburb_37,4,h,SA,Agent_1,Western Victoria,3190,18.1,Council_13,3,3,0,610.2,261.8,,
Suburb_11,3,h,SA,Agent_12,South-Eastern Metro,5168,8.7,Council_8,,3,0,1078.5,159.3,1909,700561
Suburb_32,4,h,SP,Agent_1,Southern Metro,5126,7,Council_1,,1,1,575.5,,1989,891039
Suburb_19,5,h,S,Agent_12,Western Victoria,11839,8.7,Council_2,4,3,3,,151.8,2006,812709
Suburb_8,2,h,SA,Agent_14,Eastern Victoria,5136,2.1,Council_20,2,3,0,,,,595445
Suburb_7,1,h,SP,Agent_14,Eastern Metro,2694,7.7,Council_13,0,2,0,592.1,60,1997,164550
Suburb_23,3,u,VB,Agent_8,Northern Victoria,14396,4.3,Council_6,3,2,2,555.9,,1933,490533
Suburb_13,1,u,S,Agent_20,Western Metro,1211,7.4,Council_6,1,2,0,,,,490220
Suburb_5,5,u,VB,Agent_15,Northern Victoria,3454,5.8,Council_1,6,1,,,154.7,2002,693767
Suburb_18,5,h,PI,Agent_7,Western Victoria,5535,8.4,Council_20,6,2,3,94.4,162.4,1972,618972
Suburb_27,4,h,SA,Agent_11,Western Victoria,1406,6.4,Council_3,4,1,,,,,665201
Suburb_13,5,h,S,Agent_3,Southern Metro,13541,5.5,Council_16,5,1,1,444.8,,,
Suburb_39,1,h,PI,Agent_24,Western Victoria,5618,4,Council_6,1,2,,382.5,,,444770
Suburb_32,4,h,SA,Agent_19,Western Metro,11842,2.2,Council_8,,2,1,888.8,,,868705
